Date,Rented_Bike_Count,Hour,Temperature,Humidity,Wind_speed,Visibility,Solar_Radiation,Rainfall,Snowfall,Seasons,Holiday,Functioning_Day,High_Demand,day_of_week,is_weekend,month,hour_sin,hour_cos,lag_24h,rolling_mean_3h,rolling_std_3h,rolling_std_6h,rolling_mean_24h,temp_hour,temp_squared,wind_rain
2017-12-02,334,10,-0.4,57,1.6,1309,0.8,0.0,0.0,Winter,No Holiday,Yes,0,5,1,12,0.49999999999999994,-0.8660254037844387,339.0,293.6666666666667,64.73278406907421,117.52616729903148,356.375,-4.0,0.16000000000000003,0.0
2017-12-02,388,11,1.9,49,1.8,1406,1.0,0.0,0.0,Winter,No Holiday,Yes,0,5,1,12,0.258819045102521,-0.9659258262890682,360.0,350.0,33.045423283717426,123.55039457646406,357.5416666666667,20.9,3.61,0.0
2017-12-02,479,12,4.3,41,1.3,1666,1.09,0.0,0.0,Winter,No Holiday,Yes,0,5,1,12,1.2246467991473532e-16,-1.0,449.0,400.3333333333333,73.28255817951083,118.76812142433953,358.7916666666667,51.599999999999994,18.49,0.0
2017-12-02,606,13,6.0,36,1.8,1780,1.12,0.0,0.0,Winter,No Holiday,Yes,0,5,1,12,-0.2588190451025208,-0.9659258262890683,451.0,491.0,109.49429208867491,134.7362856348159,365.25,78.0,36.0,0.0
2017-12-02,611,14,7.3,35,1.3,1955,0.99,0.0,0.0,Winter,No Holiday,Yes,0,5,1,12,-0.4999999999999998,-0.8660254037844388,447.0,565.3333333333334,74.80864477674615,128.78612761732813,372.0833333333333,102.2,53.29,0.0
2017-12-02,589,15,7.6,41,2.3,1953,0.74,0.0,0.0,Winter,No Holiday,Yes,0,5,1,12,-0.7071067811865471,-0.7071067811865479,463.0,602.0,11.532562594673083,120.00902743821712,377.3333333333333,114.0,57.76,0.0
2017-12-02,618,16,6.4,48,2.6,1945,0.22,0.0,0.0,Winter,No Holiday,Yes,0,5,1,12,-0.8660254037844384,-0.5000000000000004,484.0,606.0,15.132745950423299,94.09941551359448,382.9166666666667,102.4,40.96000000000001,0.0
2017-12-02,572,17,6.0,51,2.5,1891,0.06,0.0,0.0,Winter,No Holiday,Yes,0,5,1,12,-0.9659258262890683,-0.25881904510252063,555.0,593.0,23.25940669922715,51.81280408033124,383.625,102.0,36.0,0.0
2017-12-02,489,18,5.5,53,1.5,1697,0.0,0.0,0.0,Winter,No Holiday,Yes,0,5,1,12,-1.0,-1.8369701987210297e-16,862.0,559.6666666666666,65.37838582691825,47.96422277767868,368.0833333333333,99.0,30.25,0.0
2017-12-02,385,19,5.0,52,2.3,1666,0.0,0.0,0.0,Winter,No Holiday,Yes,0,5,1,12,-0.9659258262890684,0.2588190451025203,600.0,482.0,93.69631796394162,90.6421535489978,359.125,95.0,25.0,0.0
2017-12-02,359,20,4.6,51,1.2,1585,0.0,0.0,0.0,Winter,No Holiday,Yes,0,5,1,12,-0.8660254037844386,0.5,426.0,411.0,68.78953408767971,109.75609322493244,356.3333333333333,92.0,21.159999999999997,0.0
2017-12-02,377,21,4.1,55,1.2,1448,0.0,0.0,0.0,Winter,No Holiday,Yes,0,5,1,12,-0.7071067811865477,0.7071067811865474,405.0,373.6666666666667,13.316656236960629,110.26997173603834,355.1666666666667,86.1,16.81,0.0
2017-12-02,354,22,3.5,54,1.5,1446,0.0,0.0,0.0,Winter,No Holiday,Yes,0,5,1,12,-0.5000000000000004,0.8660254037844384,398.0,363.3333333333333,12.096831541084732,88.28740944589242,353.3333333333333,77.0,12.25,0.0
2017-12-02,366,23,4.0,56,1.0,1352,0.0,0.0,0.0,Winter,No Holiday,Yes,0,5,1,12,-0.2588190451025215,0.9659258262890681,323.0,365.6666666666667,11.503622617827068,50.6188370734317,355.125,92.0,16.0,0.0
2017-12-03,342,0,4.0,58,1.4,1296,0.0,0.0,0.0,Winter,No Holiday,Yes,0,6,1,12,0.0,1.0,328.0,354.0,12.000000000002055,15.638627390746377,355.7083333333333,0.0,16.0,0.0
2017-12-03,227,1,3.9,69,1.7,485,0.0,0.0,0.0,Winter,No Holiday,Yes,0,6,1,12,0.25881904510252074,0.9659258262890683,308.0,311.6666666666667,74.29894570808784,55.38501602419118,352.3333333333333,3.9,15.209999999999999,0.0
2017-12-03,228,2,3.3,79,1.4,830,0.0,0.0,0.0,Winter,No Holiday,Yes,0,6,1,12,0.49999999999999994,0.8660254037844387,262.0,265.6666666666667,66.10849668033138,69.28972987872419,350.9166666666667,6.6,10.889999999999999,0.0
2017-12-03,117,3,3.4,71,1.6,1011,0.0,0.5,0.0,Winter,No Holiday,Yes,0,6,1,12,0.7071067811865475,0.7071067811865476,167.0,190.66666666666666,63.799164048860305,98.43305677802825,348.8333333333333,10.2,11.559999999999999,0.8
2017-12-03,76,4,3.5,73,1.0,1060,0.0,0.0,0.0,Winter,No Holiday,Yes,0,6,1,12,0.8660254037844386,0.5000000000000001,89.0,140.33333333333334,78.64053238205723,116.13957120637147,348.2916666666667,14.0,12.25,0.0
2017-12-03,32,5,3.9,75,1.9,914,0.0,0.0,0.0,Winter,No Holiday,Yes,0,6,1,12,0.9659258262890683,0.25881904510252074,79.0,75.0,42.50882261366526,115.65926969623514,346.3333333333333,19.5,15.209999999999999,0.0
2017-12-03,13,6,3.4,86,2.5,278,0.0,1.0,0.0,Winter,No Holiday,Yes,0,6,1,12,1.0,6.123233995736766e-17,70.0,40.333333333333336,32.316146634977905,93.94626123481312,343.9583333333333,20.4,11.559999999999999,2.5
2017-12-03,22,7,3.1,91,1.2,129,0.0,0.0,0.0,Winter,No Holiday,Yes,0,6,1,12,0.9659258262890683,-0.25881904510252063,146.0,22.333333333333332,9.504384952925399,81.77448664874878,338.7916666666667,21.7,9.610000000000001,0.0
2017-12-03,85,8,3.2,92,1.8,244,0.0,0.0,0.0,Winter,No Holiday,Yes,0,6,1,12,0.8660254037844388,-0.4999999999999998,219.0,40.0,39.23009049186683,41.30254229463008,333.2083333333333,25.6,10.240000000000002,0.0
2017-12-03,152,9,3.5,91,1.8,231,0.02,2.5,0.0,Winter,No Holiday,Yes,0,6,1,12,0.7071067811865476,-0.7071067811865475,328.0,86.33333333333333,65.01025560120029,52.374293949096604,325.875,31.5,12.25,4.5
2017-12-03,200,10,4.4,89,2.2,257,0.24,0.0,0.0,Winter,No Holiday,Yes,0,6,1,12,0.49999999999999994,-0.8660254037844387,334.0,145.66666666666666,57.7610018380342,77.03246069028125,320.2916666666667,44.0,19.360000000000003,0.0
2017-12-03,273,11,5.1,87,1.4,321,0.25,0.0,0.0,Winter,No Holiday,Yes,0,6,1,12,0.258819045102521,-0.9659258262890682,388.0,208.33333333333334,60.928920336186714,102.96293831600973,315.5,56.099999999999994,26.009999999999998,0.0
2017-12-03,333,12,5.8,85,1.7,349,0.43,0.0,0.0,Winter,No Holiday,Yes,0,6,1,12,1.2246467991473532e-16,-1.0,479.0,268.6666666666667,66.60580555276984,115.92540705125775,309.4166666666667,69.6,33.64,0.0
2017-12-03,495,13,6.8,81,1.9,390,0.6,0.0,0.0,Winter,No Holiday,Yes,0,6,1,12,-0.2588190451025208,-0.9659258262890683,606.0,367.0,114.83901775964496,145.96666286062214,304.7916666666667,88.39999999999999,46.239999999999995,0.0
2017-12-03,563,14,7.6,76,1.2,422,0.69,0.0,0.0,Winter,No Holiday,Yes,0,6,1,12,-0.4999999999999998,-0.8660254037844388,611.0,463.6666666666667,118.15808619528916,163.18088123306578,302.7916666666667,106.39999999999999,57.76,0.0
2017-12-03,621,15,8.0,73,1.6,433,0.53,0.0,0.0,Winter,No Holiday,Yes,0,6,1,12,-0.7071067811865471,-0.7071067811865479,589.0,559.6666666666666,63.066102886839154,169.6165282826725,304.125,120.0,64.0,0.0
2017-12-03,598,16,7.6,77,1.6,399,0.2,0.0,0.0,Winter,No Holiday,Yes,0,6,1,12,-0.8660254037844384,-0.5000000000000004,618.0,594.0,29.20616373302133,145.17265582746646,303.2916666666667,121.6,57.76,0.0
2017-12-03,545,17,6.7,82,1.5,358,0.05,0.0,0.0,Winter,No Holiday,Yes,0,6,1,12,-0.9659258262890683,-0.25881904510252063,572.0,588.0,38.9743505398108,104.0661648503813,302.1666666666667,113.9,44.89,0.0
2017-12-03,443,18,6.0,84,1.9,327,0.0,0.0,0.0,Winter,No Holiday,Yes,0,6,1,12,-1.0,-1.8369701987210297e-16,489.0,528.6666666666666,78.78028518184851,66.04367241959486,300.25,108.0,36.0,0.0
2017-12-03,422,19,5.7,85,1.7,309,0.0,0.0,0.0,Winter,No Holiday,Yes,0,6,1,12,-0.9659258262890684,0.2588190451025203,385.0,470.0,65.79513659838423,81.7655184047657,301.7916666666667,108.3,32.49,0.0
2017-12-03,397,20,5.2,87,1.4,253,0.0,0.0,0.0,Winter,No Holiday,Yes,0,6,1,12,-0.8660254037844386,0.5,359.0,420.6666666666667,23.028967265888497,96.02013677696321,303.375,104.0,27.040000000000003,0.0
2017-12-03,385,21,4.7,87,1.2,247,0.0,0.0,0.0,Winter,No Holiday,Yes,0,6,1,12,-0.7071067811865477,0.7071067811865474,377.0,401.3333333333333,18.876793513024378,86.54016408581641,303.7083333333333,98.7,22.090000000000003,0.0
2017-12-03,350,22,4.3,89,1.8,201,0.0,0.0,0.0,Winter,No Holiday,Yes,0,6,1,12,-0.5000000000000004,0.8660254037844384,354.0,377.3333333333333,24.4199372098569,67.42600882943218,303.5416666666667,94.6,18.49,0.0
2017-12-03,303,23,3.9,90,1.3,194,0.0,0.0,0.0,Winter,No Holiday,Yes,0,6,1,12,-0.2588190451025215,0.9659258262890681,366.0,346.0,41.14608122288214,50.61488582093844,300.9166666666667,89.7,15.209999999999999,0.0
2017-12-04,285,0,4.2,88,0.6,216,0.0,0.0,0.0,Winter,No Holiday,Yes,0,0,0,12,0.0,1.0,342.0,312.6666666666667,33.56088993655174,54.328629653249585,298.5416666666667,0.0,17.64,0.0
2017-12-04,186,1,4.3,87,0.5,221,0.0,0.0,0.0,Winter,No Holiday,Yes,0,0,0,12,0.25881904510252074,0.9659258262890683,227.0,258.0,62.99999999999996,78.09139944108179,296.8333333333333,4.3,18.49,0.0
2017-12-04,112,2,4.4,87,1.8,207,0.0,0.0,0.0,Winter,No Holiday,Yes,0,0,0,12,0.49999999999999994,0.8660254037844387,228.0,194.33333333333334,86.80053763274348,102.91630904121348,292.0,8.8,19.360000000000003,0.0
2017-12-04,65,3,3.6,85,2.3,206,0.0,0.0,0.0,Winter,No Holiday,Yes,0,0,0,12,0.7071067811865475,0.7071067811865476,117.0,121.0,60.999999999999794,113.8409709492436,289.8333333333333,10.8,12.96,0.0
2017-12-04,41,4,2.8,89,1.5,130,0.0,0.0,0.0,Winter,No Holiday,Yes,0,0,0,12,0.8660254037844386,0.5000000000000001,76.0,72.66666666666667,36.115555282084514,111.41753303078691,288.375,11.2,7.839999999999999,0.0
2017-12-04,82,5,2.0,83,2.7,253,0.0,0.0,0.0,Winter,No Holiday,Yes,0,0,0,12,0.9659258262890683,0.25881904510252074,32.0,62.666666666666664,20.599352740639727,91.56582331852755,290.4583333333333,10.0,4.0,0.0
2017-12-04,200,6,1.2,76,3.7,371,0.0,0.1,0.0,Winter,No Holiday,Yes,0,0,0,12,1.0,6.123233995736766e-17,13.0,107.66666666666667,82.54897536210433,65.32584991155078,298.25,7.199999999999999,1.44,0.37000000000000005
2017-12-04,498,7,0.2,68,3.4,702,0.0,0.0,0.0,Winter,No Holiday,Yes,0,0,0,12,0.9659258262890683,-0.25881904510252063,22.0,260.0,214.39216403590873,171.5676737228389,318.0833333333333,1.4000000000000001,0.04000000000000001,0.0
2017-12-04,937,8,-0.8,69,3.5,954,0.01,0.0,0.0,Winter,No Holiday,Yes,0,0,0,12,0.8660254037844388,-0.4999999999999998,85.0,545.0,370.74114959092424,353.4727240773559,353.5833333333333,-6.4,0.6400000000000001,0.0
2017-12-04,509,9,-1.5,47,4.2,1888,0.22,0.0,0.0,Winter,No Holiday,Yes,0,0,0,12,0.7071067811865476,-0.7071067811865475,152.0,648.0,250.34176639146753,339.6795058090297,368.4583333333333,-13.5,2.25,0.0
2017-12-04,311,10,-1.1,40,4.5,2000,0.64,0.0,0.0,Winter,No Holiday,Yes,0,0,0,12,0.49999999999999994,-0.8660254037844387,200.0,585.6666666666666,319.9645813732098,301.9174832080227,373.0833333333333,-11.0,1.2100000000000002,0.0
2017-12-04,379,11,-0.5,41,4.1,1799,0.94,0.0,0.0,Winter,No Holiday,Yes,0,0,0,12,0.258819045102521,-0.9659258262890682,273.0,399.6666666666667,100.60483752451128,255.66514558434966,377.5,-5.5,0.25,0.0
2017-12-04,393,12,-0.3,38,4.8,1823,1.11,0.0,0.0,Winter,No Holiday,Yes,0,0,0,12,1.2246467991473532e-16,-1.0,333.0,361.0,43.863424398922206,224.83038050939658,380.0,-3.5999999999999996,0.09,0.0
2017-12-04,391,13,0.0,30,5.4,1938,1.17,0.0,0.0,Winter,No Holiday,Yes,0,0,0,12,-0.2588190451025208,-0.9659258262890683,495.0,387.6666666666667,7.571877794398838,229.64116936356754,375.6666666666667,0.0,0.0,0.0
2017-12-04,338,14,0.1,27,4.5,2000,1.09,0.0,0.0,Winter,No Holiday,Yes,0,0,0,12,-0.4999999999999998,-0.8660254037844388,563.0,374.0,31.192947920963967,68.08352713150691,366.2916666666667,1.4000000000000001,0.010000000000000002,0.0
2017-12-04,341,15,-0.1,25,5.8,2000,0.88,0.0,0.0,Winter,No Holiday,Yes,0,0,0,12,-0.7071067811865471,-0.7071067811865479,621.0,356.6666666666667,29.77135088190147,33.61200182474436,354.625,-1.5,0.010000000000000002,0.0
2017-12-04,375,16,-0.2,23,4.7,2000,0.55,0.0,0.0,Winter,No Holiday,Yes,0,0,0,12,-0.8660254037844384,-0.5000000000000004,598.0,351.3333333333333,20.550750189063482,24.246649253040292,345.3333333333333,-3.2,0.04000000000000001,0.0
2017-12-04,515,17,-1.3,26,5.3,2000,0.18,0.0,0.0,Winter,No Holiday,Yes,0,0,0,12,-0.9659258262890683,-0.25881904510252063,545.0,410.3333333333333,92.22436409828651,64.70986529631043,344.0833333333333,-22.1,1.6900000000000002,0.0
2017-12-04,807,18,-2.1,29,3.9,2000,0.0,0.0,0.0,Winter,No Holiday,Yes,0,0,0,12,-1.0,-1.8369701987210297e-16,443.0,565.6666666666666,220.4117359246857,181.35977135700927,359.25,-37.800000000000004,4.41,0.0
2017-12-04,568,19,-2.9,32,3.2,2000,0.0,0.0,0.0,Winter,No Holiday,Yes,0,0,0,12,-0.9659258262890684,0.2588190451025203,422.0,630.0,155.56027770610365,182.05786625868902,365.3333333333333,-55.1,8.41,0.0
2017-12-04,398,20,-3.6,38,3.0,2000,0.0,0.0,0.0,Winter,No Holiday,Yes,0,0,0,12,-0.8660254037844386,0.5,397.0,591.0,205.4677590280287,173.43894218619621,365.375,-72.0,12.96,0.0
2017-12-04,397,21,-4.6,43,4.5,2000,0.0,0.0,0.0,Winter,No Holiday,Yes,0,0,0,12,-0.7071067811865477,0.7071067811865474,385.0,454.3333333333333,98.4394907206115,164.39951338127509,365.875,-96.6,21.159999999999997,0.0
2017-12-04,353,22,-5.3,45,2.5,2000,0.0,0.0,0.0,Winter,No Holiday,Yes,0,0,0,12,-0.5000000000000004,0.8660254037844384,350.0,382.6666666666667,25.696951829610615,168.21375290583916,366.0,-116.6,28.09,0.0
2017-12-04,248,23,-5.8,44,2.4,2000,0.0,0.0,0.0,Winter,No Holiday,Yes,0,0,0,12,-0.2588190451025215,0.9659258262890681,303.0,332.6666666666667,76.55281401315895,198.12058617586078,363.7083333333333,-133.4,33.64,0.0
2017-12-05,216,0,-6.1,42,2.6,2000,0.0,0.0,0.0,Winter,No Holiday,Yes,0,1,0,12,0.0,1.0,285.0,272.3333333333333,71.66821703749353,125.96772073299813,360.8333333333333,-0.0,37.209999999999994,0.0
2017-12-05,198,1,-6.5,41,2.8,2000,0.0,0.0,0.0,Winter,No Holiday,Yes,0,1,0,12,0.25881904510252074,0.9659258262890683,186.0,220.66666666666666,25.3245598842953,91.61804771259078,361.3333333333333,-6.5,42.25,0.0
2017-12-05,124,2,-6.8,41,2.5,2000,0.0,0.0,0.0,Winter,No Holiday,Yes,0,1,0,12,0.49999999999999994,0.8660254037844387,112.0,179.33333333333334,48.75790534193656,101.72708587195379,361.8333333333333,-13.6,46.239999999999995,0.0
2017-12-05,62,3,-6.9,39,2.0,2000,0.0,0.0,0.0,Winter,No Holiday,Yes,0,1,0,12,0.7071067811865475,0.7071067811865476,65.0,128.0,68.08817812219603,100.7897150837648,361.7083333333333,-20.700000000000003,47.61000000000001,0.0
2017-12-05,42,4,-7.2,34,3.0,2000,0.0,0.0,0.0,Winter,No Holiday,Yes,0,1,0,12,0.8660254037844386,0.5000000000000001,41.0,76.0,42.75511665286246,85.24239946567933,361.75,-28.8,51.84,0.0
2017-12-05,82,5,-7.4,33,2.6,2000,0.0,0.0,0.0,Winter,No Holiday,Yes,0,1,0,12,0.9659258262890683,0.25881904510252074,82.0,62.0,19.9999999999968,72.39521162802431,361.75,-37.0,54.760000000000005,0.0
2017-12-05,172,6,-7.4,34,3.2,2000,0.0,0.0,0.0,Winter,No Holiday,Yes,0,1,0,12,1.0,6.123233995736766e-17,200.0,98.66666666666667,66.58328118479307,62.336720050596355,360.5833333333333,-44.400000000000006,54.760000000000005,0.0
2017-12-05,381,7,-7.5,33,2.2,2000,0.0,0.0,0.0,Winter,No Holiday,Yes,0,1,0,12,0.9659258262890683,-0.25881904510252063,498.0,211.66666666666666,153.3960016862671,125.15976456779727,355.7083333333333,-52.5,56.25,0.0
2017-12-05,812,8,-8.1,36,1.6,2000,0.01,0.0,0.0,Winter,No Holiday,Yes,0,1,0,12,0.8660254037844388,-0.4999999999999998,937.0,455.0,326.35410216511764,298.49204344504705,350.5,-64.8,65.61,0.0
2017-12-05,462,9,-7.6,31,1.3,1974,0.21,0.0,0.0,Winter,No Holiday,Yes,0,1,0,12,0.7071067811865476,-0.7071067811865475,509.0,551.6666666666666,229.0640376255806,290.3862370476028,348.5416666666667,-68.39999999999999,57.76,0.0
2017-12-05,269,10,-5.5,26,2.8,1967,0.64,0.0,0.0,Winter,No Holiday,Yes,0,1,0,12,0.49999999999999994,-0.8660254037844387,311.0,514.3333333333334,275.2568497482549,259.2311709652215,346.7916666666667,-55.0,30.25,0.0
2017-12-05,334,11,-3.9,25,0.0,1959,0.0,0.0,0.0,Winter,No Holiday,Yes,0,1,0,12,0.258819045102521,-0.9659258262890682,379.0,355.0,98.19877799646974,222.39604313026783,344.9166666666667,-42.9,15.209999999999999,0.0
2017-12-05,321,12,-2.3,25,0.0,1962,0.0,0.0,0.0,Winter,No Holiday,Yes,0,1,0,12,1.2246467991473532e-16,-1.0,393.0,308.0,34.39476704383864,198.17509093391791,341.9166666666667,-27.599999999999998,5.289999999999999,0.0
2017-12-05,325,13,-1.6,27,0.0,1955,0.0,0.0,0.0,Winter,No Holiday,Yes,0,1,0,12,-0.2588190451025208,-0.9659258262890683,391.0,326.6666666666667,6.658328118474703,202.2125119768803,339.1666666666667,-20.8,2.5600000000000005,0.0
2017-12-05,334,14,-1.1,28,0.0,2000,0.0,0.0,0.0,Winter,No Holiday,Yes,0,1,0,12,-0.4999999999999998,-0.8660254037844388,338.0,326.6666666666667,6.658328118474703,64.1542412211895,339.0,-15.400000000000002,1.2100000000000002,0.0
2017-12-05,353,15,-0.7,28,0.0,2000,0.0,0.0,0.0,Winter,No Holiday,Yes,0,1,0,12,-0.7071067811865471,-0.7071067811865479,341.0,337.3333333333333,14.294521094925688,28.514323885839502,339.5,-10.5,0.48999999999999994,0.0
2017-12-05,435,16,-0.5,30,0.0,2000,0.0,0.0,0.0,Winter,No Holiday,Yes,0,1,0,12,-0.8660254037844384,-0.5000000000000004,375.0,374.0,53.67494760127819,42.9216340167354,342.0,-8.0,0.25,0.0
2017-12-05,529,17,-1.6,35,0.0,2000,0.0,0.0,0.0,Winter,No Holiday,Yes,0,1,0,12,-0.9659258262890683,-0.25881904510252063,515.0,439.0,88.06815542521593,83.10094263404358,342.5833333333333,-27.200000000000003,2.5600000000000005,0.0
2017-12-05,789,18,-2.6,40,0.0,2000,0.0,0.0,0.0,Winter,No Holiday,Yes,0,1,0,12,-1.0,-1.8369701987210297e-16,807.0,584.3333333333334,183.37211710980873,178.42243879811377,341.8333333333333,-46.800000000000004,6.760000000000001,0.0
2017-12-05,597,19,-3.2,45,0.0,2000,0.0,0.0,0.0,Winter,No Holiday,Yes,0,1,0,12,-0.9659258262890684,0.2588190451025203,568.0,638.3333333333334,134.8381746143629,171.42510512368568,343.0416666666667,-60.800000000000004,10.240000000000002,0.0
2017-12-05,418,20,-3.5,46,0.0,2000,0.0,0.0,0.0,Winter,No Holiday,Yes,0,1,0,12,-0.8660254037844386,0.5,398.0,601.3333333333334,185.53795658391144,157.40955074793493,343.875,-70.0,12.25,0.0
2017-12-05,415,21,-3.7,47,0.0,2000,0.0,0.0,0.0,Winter,No Holiday,Yes,0,1,0,12,-0.7071067811865477,0.7071067811865474,397.0,476.6666666666667,104.22251836015735,145.8516369465905,344.625,-77.7,13.690000000000001,0.0
2017-12-05,393,22,-2.8,49,0.0,2000,0.0,0.0,0.0,Winter,No Holiday,Yes,0,1,0,12,-0.5000000000000004,0.8660254037844384,353.0,408.6666666666667,13.650396819627327,152.22056365682016,346.2916666666667,-61.599999999999994,7.839999999999999,0.0
2017-12-05,244,23,-2.5,59,0.0,1210,0.0,0.0,0.0,Winter,No Holiday,Yes,0,1,0,12,-0.2588190451025215,0.9659258262890681,248.0,350.6666666666667,93.0286694161174,189.95157277579995,346.125,-57.5,6.25,0.0
2017-12-06,145,0,-2.8,77,0.0,331,0.0,0.1,0.1,Winter,No Holiday,Yes,0,2,0,12,0.0,1.0,216.0,260.6666666666667,124.83722735359513,156.76564249435086,343.1666666666667,-0.0,7.839999999999999,0.0
2017-12-06,144,1,-3.0,79,0.0,293,0.0,0.0,0.3,Winter,No Holiday,Yes,0,2,0,12,0.25881904510252074,0.9659258262890683,198.0,177.66666666666666,57.44852768638328,131.92030422443165,340.9166666666667,-3.0,9.0,0.0
2017-12-06,117,2,-3.0,79,0.0,1862,0.0,0.0,0.4,Winter,No Holiday,Yes,0,2,0,12,0.49999999999999994,0.8660254037844387,124.0,135.33333333333334,15.88500340991843,132.1862322634241,340.625,-6.0,9.0,0.0
2017-12-06,78,3,-3.2,78,0.0,1808,0.0,0.2,0.4,Winter,No Holiday,Yes,0,2,0,12,0.7071067811865475,0.7071067811865476,62.0,113.0,33.181320046070674,114.95984806299346,341.2916666666667,-9.600000000000001,10.240000000000002,0.0
2017-12-06,58,4,-3.4,75,0.0,1982,0.0,0.0,0.4,Winter,No Holiday,Yes,0,2,0,12,0.8660254037844386,0.5000000000000001,42.0,84.33333333333333,30.00555504124337,65.52556752901762,341.9583333333333,-13.6,11.559999999999999,0.0
2017-12-06,87,5,-3.6,76,0.0,1934,0.0,0.0,0.4,Winter,No Holiday,Yes,0,2,0,12,0.9659258262890683,0.25881904510252074,82.0,74.33333333333333,14.843629385466295,36.12985838148972,342.1666666666667,-18.0,12.96,0.0
2017-12-06,142,6,-3.7,76,0.0,1864,0.0,0.0,0.4,Winter,No Holiday,Yes,0,2,0,12,1.0,6.123233995736766e-17,172.0,95.66666666666667,42.665364563461694,35.47769252173121,340.9166666666667,-22.200000000000003,13.690000000000001,0.0
2017-12-06,379,7,-4.2,77,0.0,1741,0.0,0.0,0.3,Winter,No Holiday,Yes,0,2,0,12,0.9659258262890683,-0.25881904510252063,381.0,202.66666666666666,155.1655030389589,119.12808233158064,340.8333333333333,-29.400000000000002,17.64,0.0
2017-12-06,802,8,-4.2,78,0.0,1518,0.01,0.0,0.2,Winter,No Holiday,Yes,0,2,0,12,0.8660254037844388,-0.4999999999999998,812.0,441.0,334.3396476638689,291.7784547677682,340.4166666666667,-33.6,17.64,0.0
2017-12-06,440,9,-3.3,70,0.0,1324,0.25,0.0,0.2,Winter,No Holiday,Yes,0,2,0,12,0.7071067811865476,-0.7071067811865475,462.0,540.3333333333334,228.65330378836293,284.5340049976451,339.5,-29.7,10.889999999999999,0.0
2017-12-06,307,10,-0.9,64,0.0,1224,0.63,0.0,0.2,Winter,No Holiday,Yes,0,2,0,12,0.49999999999999994,-0.8660254037844387,269.0,516.3333333333334,256.17637153596615,255.72856703935122,341.0833333333333,-9.0,0.81,0.0
2017-12-06,381,11,1.6,57,1.2,1261,0.93,0.0,0.0,Winter,No Holiday,Yes,0,2,0,12,0.258819045102521,-0.9659258262890682,334.0,376.0,66.64082832618422,218.53397905131362,343.0416666666667,17.6,2.5600000000000005,0.0
2017-12-06,405,12,2.4,52,0.9,1224,1.08,0.0,0.0,Winter,No Holiday,Yes,0,2,0,12,1.2246467991473532e-16,-1.0,321.0,364.3333333333333,51.081634011974245,176.77518679573404,346.5416666666667,28.799999999999997,5.76,0.0
